网站,品牌,产品名称,规格,原价货币,原价金额,人民币税前,人民币税后,解析雪茄支数,单支人民币税后,链接,对比
Cigar VIU,San Cristobal De La Habana,San Cristobal de la Habana La Punta,默认,CHF,675.00,5831.60,8747.40,,,https://cigarviu.com/products/san-cristobal-de-la-habana-la-punta,
Cigar VIU,Davidoff,Davidoff Escurio 10th Anniversary Limited Edition,默认,CHF,444.00,3835.89,5753.84,,,https://cigarviu.com/products/dav-escurio-10th,
Cigar VIU,Oliva,Oliva Serie V  Mini 20,默认,CHF,19.00,164.15,246.22,,,https://cigarviu.com/products/oliva-serie-v-mini-20,
Cigar VIU,Arturo Fuente,Arturo Fuente Hemingway Short Story,Box of 25,CHF,337.50,2915.80,4373.70,25,174.95,https://cigarviu.com/products/hemingway-short-story,
Cigar VIU,Arturo Fuente,Arturo Fuente Hemingway Best Seller,Box of 25,CHF,400.00,3455.76,5183.64,25,207.35,https://cigarviu.com/products/hemingway-best-seller,
Cigar VIU,Rafael Gonzalez,Rafael Gonzalez Petit Coronas,默认,CHF,287.50,2483.83,3725.74,,,https://cigarviu.com/products/r-gonzalez-petit-coronas,
Cigar VIU,Davidoff,Davidoff Figurado Selection [6],默认,CHF,180.00,1555.09,2332.64,6,388.77,https://cigarviu.com/products/davidoff-figu-selection-ce-ch0-6s,
Cigar VIU,VegaFina,VegaFina Year of Snake 2025,默认,CHF,172.80,1492.89,2239.34,,,https://cigarviu.com/products/vega-fina-year-of-snake-2025,
Cigar VIU,Saint Luis Rey,Saint Luis Rey Regios,默认,CHF,485.00,4190.11,6285.16,,,https://cigarviu.com/products/saint-luis-rey-regios,
Cigar VIU,Vegueros,Vegueros Centrofinos,Box of 16,CHF,182.40,1575.83,2363.74,16,147.73,https://cigarviu.com/products/vegueros-centrofinos,
Cigar VIU,Romeo y Julieta,Romeo Y Julieta Exhibicion No.4,Box of 25,CHF,542.50,4686.87,7030.30,25,281.21,https://cigarviu.com/products/romeo-exhibicion-no-4,
Cigar VIU,Montecristo,Montecristo Petit Tubos,Box of 25,CHF,507.50,4384.50,6576.75,25,263.07,https://cigarviu.com/products/montecristo-petit-tubos,
Cigar VIU,Montecristo,Montecristo Petit Tubos,Box of 5,CHF,101.50,876.90,1315.35,5,263.07,https://cigarviu.com/products/montecristo-petit-tubos,
Cigar VIU,Romeo y Julieta,Romeo Y Julieta Petit Royales,Box of 25,CHF,357.50,3088.59,4632.88,25,185.32,https://cigarviu.com/products/romeo-petit-royales,
Cigar VIU,Romeo y Julieta,Romeo Y Julieta Petit Royales,A/T Box of 3,CHF,50.40,435.43,653.14,3,217.71,https://cigarviu.com/products/romeo-petit-royales,
Cigar VIU,Cuaba,Cuaba Exclusivos,Box of 25,CHF,407.50,3520.56,5280.84,25,211.23,https://cigarviu.com/products/cuaba-exclusivos,
Cigar VIU,VegaFina,VegaFina Serie 2 Coupage Limited Edition 2024,Box of 12,CHF,153.60,1327.01,1990.52,12,165.88,https://cigarviu.com/products/vegafina-serie-2-coupage-2024,
Cigar VIU,VegaFina,Vegafina Super Robustos Supremo Limited Edition 2024,Box of 12,CHF,120.00,1036.73,1555.10,12,129.59,https://cigarviu.com/products/vegafina-super-robustos-supremo-2024,
Cigar VIU,Ramon Allones,Ramon Allones Small Club Coronas,Box of 25,CHF,285.00,2462.23,3693.34,25,147.73,https://cigarviu.com/products/ramon-allones-small-club-coronas,
Cigar VIU,H.upmann,H.Upmann Connoisseur No.1,Box of 25,CHF,520.00,4492.49,6738.74,25,269.55,https://cigarviu.com/products/h-upmann-connoisseur-no-1,
Cigar VIU,El Rey del Mundo,El Rey del Mundo Choix Supreme,Box of 25,CHF,580.00,5010.85,7516.28,25,300.65,https://cigarviu.com/products/rey-del-mundo-rdm-choix-supreme,
Cigar VIU,Partagas,Partagas Lusitanias,Box of 10,CHF,500.00,4319.70,6479.55,10,647.96,https://cigarviu.com/products/partagas-lusitanias-25,
Cigar VIU,Vegueros,Vegueros Entretiempos,Box of 4,CHF,40.40,349.03,523.54,4,130.88,https://cigarviu.com/products/vegueros-entretiempos-4,
Cigar VIU,Vegueros,Vegueros Entretiempos,Box of 16,CHF,161.60,1396.13,2094.20,16,130.89,https://cigarviu.com/products/vegueros-entretiempos-4,
Cigar VIU,Romeo y Julieta,Romeo Y Julieta Petit Julietas,Box of 25,CHF,217.50,1879.07,2818.60,25,112.74,https://cigarviu.com/products/romeo-y-julieta-petit-julietas-25,
Cigar VIU,Rafael Gonzalez,Rafael Gonzalez Panetelas Extra,Box of 25,CHF,115.00,993.53,1490.30,25,59.61,https://cigarviu.com/products/rafael-gonzalez-panetelas-extra-25,
Cigar VIU,Montecristo,Montecristo No. 1,Box of 25,CHF,605.00,5226.84,7840.26,25,313.61,https://cigarviu.com/products/montecristo-no-1-25,
Cigar VIU,Juan López,Juan López Selección No.1,Box of 25,CHF,452.50,3909.33,5864.00,25,234.56,https://cigarviu.com/products/juan-lopez-seleccion-no-1-slb-25,
Cigar VIU,Romeo y Julieta,Romeo Y Julieta Petit Churchill,Box of 25,CHF,497.50,4298.10,6447.15,25,257.89,https://cigarviu.com/products/romeo-y-julieta-petit-churchill,
Cigar VIU,Romeo y Julieta,Romeo Y Julieta Petit Churchill,A/T Box of 3,CHF,70.20,606.49,909.74,3,303.25,https://cigarviu.com/products/romeo-y-julieta-petit-churchill,
Cigar VIU,Por Larrañaga,Por Larrañaga Picadores,Box of 25,CHF,427.50,3693.34,5540.01,25,221.60,https://cigarviu.com/products/por-larranaga-picadores,
Cigar VIU,Partagas,Partagas Mille Fleurs,Box of 25,CHF,257.50,2224.65,3336.98,25,133.48,https://cigarviu.com/products/partagas-mille-fleurs-25,
Cigar VIU,Partagas,Partagas Mille Fleurs,Box of 10,CHF,103.00,889.86,1334.79,10,133.48,https://cigarviu.com/products/partagas-mille-fleurs-25,
Cigar VIU,Hoyo,Hoyo de Monterrey Epicure Especial,Box of 10,CHF,263.00,2272.16,3408.24,10,340.82,https://cigarviu.com/products/hoyo-de-monterrey-epicure-especial-slb,
Cigar VIU,Hoyo,Hoyo de Monterrey Epicure Especial,AT Box of 3,CHF,89.70,774.95,1162.42,3,387.47,https://cigarviu.com/products/hoyo-de-monterrey-epicure-especial-slb,
Cigar VIU,Partagas,Partagas Aristocrats,Box of 25,CHF,225.00,1943.86,2915.79,25,116.63,https://cigarviu.com/products/partagas-aristocrats,
Cigar VIU,Hoyo,Hoyo de Monterrey Le Hoyo de Rio Seco,Box of 10,CHF,294.00,2539.98,3809.97,10,381.00,https://cigarviu.com/products/le-hoyo-de-rio-seco-slb,
Cigar VIU,Hoyo,Hoyo de Monterrey Le Hoyo de Rio Seco,Tubos / Box of 3,CHF,98.10,847.53,1271.30,3,423.77,https://cigarviu.com/products/le-hoyo-de-rio-seco-slb,
Cigar VIU,H.upmann,H.Upmann Magnum 54,Tubos / Box of 3,CHF,82.80,715.34,1073.01,3,357.67,https://cigarviu.com/products/h-upmann-magnum-54-slb,
Cigar VIU,Diplomaticos,Diplomaticos El Emisario Edicion Regional Suiza,Box of 10,CHF,380.00,3282.97,4924.46,10,492.45,https://cigarviu.com/products/diplomaticos-el-emisario,
Cigar VIU,Quintero,Quintero Panetelas,Box of 25,CHF,95.00,820.74,1231.11,25,49.24,https://cigarviu.com/products/quintero-panetelas,
Cigar VIU,VegaFina,VegaFina Year of the Dragon 2024,Box of 16,CHF,248.00,2142.57,3213.86,16,200.87,https://cigarviu.com/products/vegafina-year-of-the-dragon-2024-16,
Cigar VIU,Jose L. Piedra,Jose L. Piedra Petit Cazadores,Box of 12,CHF,39.60,342.12,513.18,12,42.76,https://cigarviu.com/products/jose-l-piedra-petit-cazadores-12,
Cigar VIU,Jose L. Piedra,Jose L. Piedra Petit Cazadores,Box of 5,CHF,16.50,142.55,213.82,5,42.76,https://cigarviu.com/products/jose-l-piedra-petit-cazadores-12,
Cigar VIU,Jose L. Piedra,Jose L. Piedra Brevas,Box of 12,CHF,50.40,435.43,653.14,12,54.43,https://cigarviu.com/products/jose-l-piedra-brevas-12,
Cigar VIU,Hoyo,Hoyo de Monterrey Flor Extrafina Petit Robustos,Box of 25,CHF,505.00,4362.90,6544.35,25,261.77,https://cigarviu.com/products/hoyo-de-m-petit-robusto-3,
Cigar VIU,Hoyo,Hoyo de Monterrey Flor Extrafina Petit Robustos,Box of 3,CHF,60.60,523.55,785.32,3,261.77,https://cigarviu.com/products/hoyo-de-m-petit-robusto-3,
Cigar VIU,H.upmann,H.Upmann No.2,Box of 25,CHF,660.00,5702.00,8553.00,25,342.12,https://cigarviu.com/products/h-upmann-no-2-25,
Cigar VIU,VegaFina,VegaFina 1998 42L,Box of 25,CHF,230.00,1987.06,2980.59,25,119.22,https://cigarviu.com/products/vegafina-1998-42l-25,
Cigar VIU,Cuaba,Cuaba Divinos,Box of 25,CHF,257.50,2224.65,3336.98,25,133.48,https://cigarviu.com/products/cuaba-divinos-25,
Cigar VIU,Montecristo,Montecristo Double Edmundo,Box of 10,CHF,332.00,2868.28,4302.42,10,430.24,https://cigarviu.com/products/montecristo-double-edmundo-10,
Cigar VIU,Montecristo,Montecristo Double Edmundo,Box of 3,CHF,99.60,860.48,1290.72,3,430.24,https://cigarviu.com/products/montecristo-double-edmundo-10,
Cigar VIU,Hoyo,Hoyo de Monterrey Monterreyes No. 4 Limited Edition 2021,Box of 10,CHF,850.00,7343.49,11015.24,10,1101.52,https://cigarviu.com/products/hoyo-de-m-monterreyes-no-4-10,
Cigar VIU,Ramon Allones,Ramon Allones Allones No. 3,Box of 10,CHF,296.00,2557.26,3835.89,10,383.59,https://cigarviu.com/products/r-allones-allones-no-3-10,
Cigar VIU,Rafael Gonzalez,Rafael Gonzalez Perlas,Box of 25,CHF,192.50,1663.08,2494.62,25,99.78,https://cigarviu.com/products/r-gonzalez-perlas-25,
Cigar VIU,Montecristo,Montecristo Open Regata,Box of 20,CHF,400.00,3455.76,5183.64,20,259.18,https://cigarviu.com/products/montecristo-open-regata-20,
Cigar VIU,Diplomaticos,Diplomaticos No. 2,Box of 25,CHF,620.00,5356.43,8034.64,25,321.39,https://cigarviu.com/products/diplomaticos-no-2-25,
Cigar VIU,Punch,Punch Short de Punch,Box of 10,CHF,183.00,1581.01,2371.52,10,237.15,https://cigarviu.com/products/punch-short-de-punch-10,
Cigar VIU,Montecristo,Montecristo Open Junior,Box of 20,CHF,298.00,2574.54,3861.81,20,193.09,https://cigarviu.com/products/montecristo-open-junior-20,
Cigar VIU,Montecristo,Montecristo Open Junior,Tubos/ Box of 3,CHF,54.60,471.71,707.56,3,235.85,https://cigarviu.com/products/montecristo-open-junior-20,
Cigar VIU,Flor de Copán,Flor de Copán Monarcas,Box of 14,CHF,177.80,1536.09,2304.14,14,164.58,https://cigarviu.com/products/flor-de-copan-monarcas-tube-14,
Cigar VIU,Flor de Copán,Flor de Copán Gordito,Box of 20,CHF,164.00,1416.86,2125.29,20,106.26,https://cigarviu.com/products/flor-de-copan-gordito-20,
Cigar VIU,Flor de Copán,Flor de Copán Churchill,Box of 20,CHF,204.00,1762.44,2643.66,20,132.18,https://cigarviu.com/products/flor-de-copan-churchill-20,
Cigar VIU,Cuaba,Cuaba Distinguidos,Box of 10,CHF,276.00,2384.47,3576.70,10,357.67,https://cigarviu.com/products/cuaba-distinguidos-10,
Cigar VIU,Cohiba,Cohiba Medio Siglo,Tubos / Box of 3,CHF,221.70,1915.35,2873.02,3,957.67,https://cigarviu.com/products/cohiba-medio-siglo-slb-25,
Cigar VIU,Vegueros,Vegueros Tapados,Box of 4,CHF,38.00,328.30,492.45,4,123.11,https://cigarviu.com/products/vegueros-tapados-4,
Cigar VIU,Vegueros,Vegueros Tapados,Box of 16,CHF,152.00,1313.19,1969.78,16,123.11,https://cigarviu.com/products/vegueros-tapados-4,
Cigar VIU,Cohiba,Cohiba Wide Short,默认,CHF,23.40,202.16,303.24,,,https://cigarviu.com/products/cohiba-wide-short-single-pieces,
Cigar VIU,Flor de Copán,Flor de Copán Maduro Churchill,Box of 20,CHF,200.00,1727.88,2591.82,20,129.59,https://cigarviu.com/products/flor-de-copan-maduro-churchill,
Cigar VIU,Flor de Copán,Flor de Copan Linea Puros Robusto,Box of 20,CHF,224.00,1935.23,2902.84,20,145.14,https://cigarviu.com/products/flor-de-copan-linea-puros-robusto-20,
Cigar VIU,Flor de Copán,Flor de Copán Rotschild,Box of 20,CHF,160.00,1382.30,2073.45,20,103.67,https://cigarviu.com/products/flor-de-copan-rotschild-20,
Cigar VIU,Intertabak AG,Book El Mundo Del Habano EN,默认,CHF,40.00,345.58,518.37,,,https://cigarviu.com/products/book-el-mundo-del-habano-en,
Cigar VIU,Intertabak AG,Book El Mundo Del Habano FR,默认,CHF,40.00,345.58,518.37,,,https://cigarviu.com/products/book-el-mundo-del-habano-fr,
Cigar VIU,Punch,Siglo Punch Cutter Gun Metal,默认,CHF,39.00,336.94,505.41,,,https://cigarviu.com/products/punch-cutter-en-meta,
Cigar VIU,Punch,Siglo Punch Cutter Silver,默认,CHF,39.00,336.94,505.41,,,https://cigarviu.com/products/punch-cutter-argent,
Cigar VIU,Trinidad,Trinidad Short,默认,CHF,18.50,159.83,239.74,,,https://cigarviu.com/products/copy-of-trinidad-short-10x10,
Cigar VIU,Partagas,Partagas Serie Puritos,默认,CHF,8.20,70.84,106.26,,,https://cigarviu.com/products/copy-of-partagas-serie-puritos-10x5,
Cigar VIU,Partagas,Partagas Serie Club,默认,CHF,19.00,164.15,246.22,,,https://cigarviu.com/products/copy-of-partagas-serie-club-5x20,
Cigar VIU,Partagas,Partagas Mini,默认,CHF,15.00,129.59,194.38,,,https://cigarviu.com/products/copy-of-partagas-mini-5x20,
Cigar VIU,Partagas,Partagas Club,默认,CHF,18.50,159.83,239.74,,,https://cigarviu.com/products/copy-of-partagas-club-5x20,
Cigar VIU,Romeo y Julieta,Romeo Y Julieta Club,默认,CHF,17.90,154.65,231.98,,,https://cigarviu.com/products/copy-of-romeo-y-julieta-club-5x20,
Cigar VIU,Montecristo,Montecristo Short,默认,CHF,15.30,132.18,198.27,,,https://cigarviu.com/products/copy-of-montecristo-short-10x10,
Cigar VIU,Montecristo,Montecristo Puritos,默认,CHF,9.40,81.21,121.82,,,https://cigarviu.com/products/copy-of-montecristo-puritos-cello-10x5,
Cigar VIU,Montecristo,Montecristo Open Club,默认,CHF,20.50,177.11,265.66,,,https://cigarviu.com/products/copy-of-montecristo-open-club-5x20,
Cigar VIU,Cohiba,Cohiba Mini White,默认,CHF,20.80,179.70,269.55,,,https://cigarviu.com/products/copy-of-cohiba-mini-white-5x20,
Cigar VIU,Cohiba,Cohiba Mini,默认,CHF,20.80,179.70,269.55,,,https://cigarviu.com/products/copy-of-cohiba-mini-5x20,
Cigar VIU,Cohiba,Cohiba Club,默认,CHF,26.50,228.94,343.41,,,https://cigarviu.com/products/copy-of-cohiba-club-5x20,
Cigar VIU,Guantanamera,Guantanamera Puritos,默认,CHF,5.25,45.36,68.04,,,https://cigarviu.com/products/copy-of-guantanamera-puritos-cello-10x5,
Cigar VIU,Guantanamera,Guantanamera Mini,默认,CHF,8.50,73.43,110.14,,,https://cigarviu.com/products/copy-of-guantanamera-mini-5x20,
Cigar VIU,Cohiba,Cohiba Club White,默认,CHF,26.50,228.94,343.41,,,https://cigarviu.com/products/copy-of-cohiba-club-white-5x20,
Cigar VIU,VegaFina,VegaFina Torpedos Year Of the Rabbit 2023,Box of 16,CHF,240.00,2073.46,3110.19,16,194.39,https://cigarviu.com/products/vegafina-torpedos-year-of-the-rabbit-2023-16,
Cigar VIU,VegaFina,VegaFina 1998 56,Box of 25,CHF,242.50,2095.05,3142.58,25,125.70,https://cigarviu.com/products/vegafina-1998-56-25,
Cigar VIU,VegaFina,VegaFina 1998 54,Box of 25,CHF,265.00,2289.44,3434.16,25,137.37,https://cigarviu.com/products/vegafina-1998-54-25,
Cigar VIU,VegaFina,VegaFina 1998 52,Box of 25,CHF,235.00,2030.26,3045.39,25,121.82,https://cigarviu.com/products/vegafina-1998-52-25,
Cigar VIU,VegaFina,VegaFina 1998 50,Box of 25,CHF,215.00,1857.47,2786.20,25,111.45,https://cigarviu.com/products/vegafina-1998-50-25,
Cigar VIU,VegaFina,VegaFina Nicaragua Vulcano,Box of 10,CHF,100.00,863.94,1295.91,10,129.59,https://cigarviu.com/products/vegafina-nicaragua-vulcano-10,
Cigar VIU,VegaFina,VegaFina Nicaragua Short,Box of 25,CHF,125.00,1079.92,1619.88,25,64.80,https://cigarviu.com/products/vegafina-nicaragua-short-25,
Cigar VIU,VegaFina,VegaFina Nicaragua Robusto,Box of 25,CHF,217.50,1879.07,2818.60,25,112.74,https://cigarviu.com/products/vegafina-nicaragua-robusto-25,
Cigar VIU,VegaFina,VegaFina Nicaragua Gran Toro,Box of 25,CHF,255.00,2203.05,3304.58,25,132.18,https://cigarviu.com/products/vegafina-nicaragua-gran-toro-25,
Cigar VIU,VegaFina,VegaFina Short Robusto,Box of 25,CHF,155.00,1339.11,2008.66,25,80.35,https://cigarviu.com/products/vegafina-short-robusto-25,
Cigar VIU,VegaFina,VegaFina Prominentes,Box of 25,CHF,255.00,2203.05,3304.58,25,132.18,https://cigarviu.com/products/vegafina-prominentes-25,
Cigar VIU,VegaFina,VegaFina Perlas,Box of 25,CHF,112.50,971.93,1457.90,25,58.32,https://cigarviu.com/products/vegafina-perlas-25,
Cigar VIU,VegaFina,VegaFina Minutos,Box of 25,CHF,77.50,669.55,1004.32,25,40.17,https://cigarviu.com/products/vegafina-minutos-25,
Cigar VIU,VegaFina,VegaFina Coronita,Box of 25,CHF,142.50,1231.11,1846.66,25,73.87,https://cigarviu.com/products/vegafina-coronita-25,
Cigar VIU,VegaFina,VegaFina Corona,Box of 25,CHF,155.00,1339.11,2008.66,25,80.35,https://cigarviu.com/products/vegafina-corona-25,
Cigar VIU,Montecristo,Montecristo Puritos,默认,CHF,47.00,406.05,609.08,,,https://cigarviu.com/products/montecristo-puritos-cello-25,
Cigar VIU,Guantanamera,Guantanamera Minutos,默认,CHF,38.00,328.30,492.45,,,https://cigarviu.com/products/guantanamera-minutos-cello-20,
Cigar VIU,Guantanamera,Guantanamera Decimos,Box of 10,CHF,20.00,172.79,259.18,10,25.92,https://cigarviu.com/products/guantanamera-decimos-cello-10,
Cigar VIU,Vegueros,Vegueros Centrogordos,Box of 4,CHF,40.40,349.03,523.54,4,130.88,https://cigarviu.com/products/vegueros-centrogordos-16,
Cigar VIU,Montecristo,Montecristo Wide Edmundo,Box of 10,CHF,297.00,2565.90,3848.85,10,384.88,https://cigarviu.com/products/montecristo-wide-edmundo-sbn-10,
Cigar VIU,Punch,Punch Punch,Box of 25,CHF,560.00,4838.06,7257.09,25,290.28,https://cigarviu.com/products/punch-punch-25,
Cigar VIU,Montecristo,Montecristo Petit Edmundo,Box of 25,CHF,630.00,5442.82,8164.23,25,326.57,https://cigarviu.com/products/montecristo-petit-edmundo-sbn-25,
Cigar VIU,Montecristo,Montecristo Petit Edmundo,Box of 10,CHF,252.00,2177.13,3265.70,10,326.57,https://cigarviu.com/products/montecristo-petit-edmundo-sbn-25,
Cigar VIU,Montecristo,Montecristo Petit Edmundo,Tubos / Box of 3,CHF,91.20,787.91,1181.86,3,393.95,https://cigarviu.com/products/montecristo-petit-edmundo-sbn-25,
Cigar VIU,H.upmann,H.Upmann Magnum 46,Tubos / Box of 3,CHF,89.70,774.95,1162.42,3,387.47,https://cigarviu.com/products/h-upmann-magnum-46-a-t-3,
Cigar VIU,Cohiba,Cohiba Siglo 3,Box of 5,CHF,287.50,2483.83,3725.74,5,745.15,https://cigarviu.com/products/cohiba-siglo-3-5,
Cigar VIU,Vegueros,Vegueros Mañanitas,Box of 16,CHF,112.00,967.61,1451.42,16,90.71,https://cigarviu.com/products/vegueros-mananitas-4,
Cigar VIU,Vegueros,Vegueros Mañanitas,Box of 4,CHF,28.00,241.90,362.85,4,90.71,https://cigarviu.com/products/vegueros-mananitas-4,
Cigar VIU,Vegas Robaina,Vegas Robaina Famosos,Box of 25,CHF,465.00,4017.32,6025.98,25,241.04,https://cigarviu.com/products/vegas-robaina-famosos-25,
Cigar VIU,Trinidad,Trinidad Topes,Box of 12,CHF,804.00,6946.08,10419.12,12,868.26,https://cigarviu.com/products/trinidad-topes-sbn-12,
Cigar VIU,Trinidad,Trinidad Media Luna,Box of 12,CHF,562.80,4862.25,7293.38,12,607.78,https://cigarviu.com/products/trinidad-media-luna-sbn-12,
Cigar VIU,Romeo y Julieta,Romeo Y Julieta Wide Churchill,Box of 25,CHF,680.00,5874.79,8812.18,25,352.49,https://cigarviu.com/products/romeo-wide-churchills-25,
Cigar VIU,Romeo y Julieta,Romeo Y Julieta Churchill,Tubos / Box of 3,CHF,128.40,1109.30,1663.95,3,554.65,https://cigarviu.com/products/romeo-churchill-25,
Cigar VIU,Quintero,Quintero Brevas,Box of 25,CHF,95.00,820.74,1231.11,25,49.24,https://cigarviu.com/products/quintero-brevas-25,
Cigar VIU,Por Larrañaga,Por Larrañaga Galanes,Box of 10,CHF,124.00,1071.29,1606.94,10,160.69,https://cigarviu.com/products/p-larranaga-galanes-10,
Cigar VIU,Partagas,Partagas Serie D No. 5,Box of 25,CHF,562.50,4859.66,7289.49,25,291.58,https://cigarviu.com/products/partagas-serie-d-no-5-25,
Cigar VIU,Partagas,Partagas Serie D No. 5,Box of 3 A/T,CHF,77.70,671.28,1006.92,3,335.64,https://cigarviu.com/products/partagas-serie-d-no-5-25,
Cigar VIU,Montecristo,Montecristo Edmundo,Box of 25,CHF,727.50,6285.16,9427.74,25,377.11,https://cigarviu.com/products/montecristo-edmundo-sbn-25,
Cigar VIU,Montecristo,Montecristo Edmundo,Box of 3,CHF,87.30,754.22,1131.33,3,377.11,https://cigarviu.com/products/montecristo-edmundo-sbn-25,
Cigar VIU,Montecristo,Montecristo Edmundo,Box of 3 / Tubos,CHF,100.20,865.67,1298.50,3,432.83,https://cigarviu.com/products/montecristo-edmundo-sbn-25,
Cigar VIU,Montecristo,Montecristo Petit No. 2,Box of 25,CHF,580.00,5010.85,7516.28,25,300.65,https://cigarviu.com/products/montecristo-petit-no-2-25,
Cigar VIU,Montecristo,Montecristo Petit No. 2,Box of 10,CHF,232.00,2004.34,3006.51,10,300.65,https://cigarviu.com/products/montecristo-petit-no-2-25,
Cigar VIU,Montecristo,Montecristo Petit No. 2,A/T [3],CHF,80.40,694.61,1041.92,3,347.31,https://cigarviu.com/products/montecristo-petit-no-2-25,
Cigar VIU,Montecristo,Montecristo No. 2,Box of 25,CHF,757.50,6544.35,9816.52,25,392.66,https://cigarviu.com/products/montecristo-no-2-25,
Cigar VIU,Montecristo,Montecristo No. 2,Box of 10,CHF,303.00,2617.74,3926.61,10,392.66,https://cigarviu.com/products/montecristo-no-2-25,
Cigar VIU,Montecristo,Montecristo No. 2,Box of 3,CHF,90.90,785.32,1177.98,3,392.66,https://cigarviu.com/products/montecristo-no-2-25,
Cigar VIU,Montecristo,Montecristo Medias Coronas,Box of 25,CHF,275.00,2375.84,3563.76,25,142.55,https://cigarviu.com/products/montecristo-medias-coronas-25,
Cigar VIU,Montecristo,Montecristo Especial No. 2,Box of 25,CHF,577.50,4989.25,7483.88,25,299.36,https://cigarviu.com/products/montecristo-especial-no-2-sbn-25,
Cigar VIU,Jose L. Piedra,Jose L. Piedra Petit Caballeros,Box of 12,CHF,58.80,508.00,762.00,12,63.50,https://cigarviu.com/products/jose-l-piedra-petit-caballeros-3,
